Species,Host,Year,Location,Region,Haplogroup,GROUP,coord.X,coord.Y,Coord.type,Description,Source
V. destructor,A. mellifera,2011,Serbia,Belgrade,VD_Serbia_1,VD_K_type,44.8186111,20.46805556,exact,Year:2011 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2012,Serbia,Boljevac,VD_Korea_K1/Serbia1,VD_K_type,43.83027778,21.95305556,exact,Year:2012 Ref:Gajic et al. (2019),Litterature
V. destructor,A. mellifera,2011,Serbia,Boljevac,VD_Korea_K1,VD_K_type,43.8302778,21.95305556,exact,Year:2011 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2011,Serbia,Boljevac,VD_Serbia_1,VD_K_type,43.8302778,21.95305556,exact,Year:2011 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2000,Serbia,Bor,VD_Korea_K1,VD_K_type,44.0783333,22.09527778,exact,Year:2000 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2012,Serbia,Lapovo,VD_Korea_K1/Serbia1,VD_K_type,44.18611111,21.08305556,exact,Year:2012 Ref:Gajic et al. (2019),Litterature
V. destructor,A. mellifera,2012,Serbia,Nis,VD_Korea_K1/Serbia1,VD_K_type,43.30916667,21.90861111,exact,Year:2012 Ref:Gajic et al. (2019),Litterature
V. destructor,A. mellifera,2012,Serbia,Palic,VD_Korea_K1/Serbia1,VD_K_type,46.10888889,19.76722222,exact,Year:2012 Ref:Gajic et al. (2019),Litterature
V. destructor,A. mellifera,2011,Serbia,Palic,VD_Korea_K1,VD_K_type,46.1088889,19.76722222,exact,Year:2011 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2011,Serbia,Palic,VD_Korea_K1,VD_K_type,46.1088889,19.76722222,exact,Year:2011 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2011,Serbia,Saprance,VD_Korea_K1,VD_K_type,42.3891667,22.00472222,exact,Year:2011 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2012,Serbia,Saprance,VD_Korea_K1/Serbia1,VD_K_type,42.3891667,22.00472222,exact,Year:2012 Ref:Gajic et al. (2019),Litterature
V. destructor,A. mellifera,2011,Serbia,Saprance,VD_Serbia_1,VD_K_type,42.3891667,22.00472222,exact,Year:2011 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2011,Serbia,Suivi Do,VD_Korea_K1,VD_K_type,43.0452778,20.12083333,exact,Year:2011 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2012,Serbia,Suivi Do,VD_Korea_K1/Serbia1,VD_K_type,43.0452778,20.12083333,exact,Year:2012 Ref:Gajic et al. (2019),Litterature
V. destructor,A. mellifera,2011,Serbia,Suivi Do,VD_Serbia_1,VD_K_type,43.0452778,20.12083333,exact,Year:2011 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,1992,Serbia,Vrbica,VD_Korea_K1,VD_K_type,44.2877778,20.58388889,exact,Year:1992 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,1992,Serbia,Vrbica,VD_Serbia_1,VD_K_type,44.2877778,20.58388889,exact,Year:1992 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2001,Serbia,Zajecar,VD_Korea_K1,VD_K_type,43.9041667,22.28472222,exact,Year:2001 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2011,Serbia,Zlatibor,VD_Korea_K1,VD_K_type,43.7233333,19.70416667,exact,Year:2011 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2012,Serbia,Zlatibor,VD_Korea_K1/Serbia1,VD_K_type,43.7233333,19.70416667,exact,Year:2012 Ref:Gajic et al. (2019),Litterature
V. destructor,A. mellifera,2011,Serbia,Zlatibor,VD_Serbia_1,VD_K_type,43.7233333,19.70416667,exact,Year:2011 Ref:Gajic et al. (2013),Litterature
V. destructor,A. mellifera,2005?,South Africa,Pretoria,VD_Korea_K1,VD_K_type,-25.756353,28.231085,approximate,Year:2005? Ref:Solignac et al. (2005),Litterature
V. destructor,A. mellifera,1998,South Africa,Stellenbosch,VD_Korea_K1,VD_K_type,-33.933496,18.864089,approximate,Year:1998 Ref:Anderson and Trueman (2000),Litterature
V. destructor,A. mellifera,2006-2007,Spain,A Coruña,VD_Korea_K1,VD_K_type,43.36234,-8.41154,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Álava,VD_Korea_K1,VD_K_type,42.90999,-2.69838,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Albacete,VD_Korea_K1,VD_K_type,38.99434,-1.85854,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Almería,VD_Korea_K1,VD_K_type,36.83404,-2.46371,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Asturias,VD_Korea_K1,VD_K_type,43.36139,-5.85932,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Ávila,VD_Korea_K1,VD_K_type,40.65668,-4.6812,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Badajoz,VD_Korea_K1,VD_K_type,38.87944,-6.97065,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Balearic Islands,VD_Korea_K1,VD_K_type,39.61146,2.94016,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Burgos,VD_Korea_K1,VD_K_type,42.34399,-3.6969,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Cáceres,VD_Korea_K1,VD_K_type,39.47527,-6.37242,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Cádiz,VD_Korea_K1,VD_K_type,36.52706,-6.28859,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Cantabria,VD_Korea_K1,VD_K_type,43.18283,-3.98784,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Córdoba,VD_Korea_K1,VD_K_type,37.88817,-4.77938,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Cuenca,VD_Korea_K1,VD_K_type,40.07039,-2.13741,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,"El Hierro, Canary island",VD_Korea_K1,VD_K_type,27.72549,-18.0243,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Granada,VD_Korea_K1,VD_K_type,37.17733,-3.59855,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2001,Spain,Guadalajara,VD_Japan_J1,VD_Japan_J1,40.63248,-3.16016,approximate,Year:2001 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2001,Spain,Guadalajara,VD_Korea_K1,VD_K_type,40.63248,-3.16016,approximate,Year:2001 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2001,Spain,Guadalajara,COMBINED,KoreaJapan,40.63248,-3.16016,approximate,Year:2001 Ref:Munoz et al. (2008),
V. destructor,A. mellifera,2006-2007,Spain,Huelva,VD_Korea_K1,VD_K_type,37.26142,-6.94472,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Huesca,VD_Korea_K1,VD_K_type,42.13184,-0.4078,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Jaén,VD_Korea_K1,VD_K_type,37.77959,-3.7849,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,La Rioja,VD_Korea_K1,VD_K_type,42.28707,-2.5396,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,León,VD_Korea_K1,VD_K_type,42.59872,-5.56709,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Lugo,VD_Korea_K1,VD_K_type,43.00973,-7.55675,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Madrid,VD_Korea_K1,VD_K_type,40.41677,-3.70379,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Málaga,VD_Korea_K1,VD_K_type,36.72127,-4.42139,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Murcia,VD_Korea_K1,VD_K_type,37.99223,-1.13065,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Navarre,VD_Korea_K1,VD_K_type,42.69539,-1.67606,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Ourense,VD_Korea_K1,VD_K_type,42.33578,-7.86388,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Palencia,VD_Korea_K1,VD_K_type,42.00968,-4.5288,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Pontevedra,VD_Korea_K1,VD_K_type,42.42988,-8.64462,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Salamanca,VD_Korea_K1,VD_K_type,40.9701,-5.66353,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Segovia,VD_Korea_K1,VD_K_type,40.9429,-4.1088,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Seville,VD_Korea_K1,VD_K_type,37.38909,-5.98445,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Soria,VD_Korea_K1,VD_K_type,41.76659,-2.47903,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Toledo,VD_Korea_K1,VD_K_type,39.86283,-4.02732,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,València,VD_Korea_K1,VD_K_type,39.4699,-0.37628,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Valladolid,VD_Korea_K1,VD_K_type,41.65225,-4.72453,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Zamora,VD_Korea_K1,VD_K_type,41.50347,-5.74678,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2006-2007,Spain,Zaragoza,VD_Korea_K1,VD_K_type,41.64882,-0.88908,approximate,Year:2006-2007 Ref:Munoz et al. (2008),Litterature
V. destructor,A. mellifera,2014,Syrian Arab Republic,Al-Qunaitra,VD_Syria_AlQ5,VD_K_type,33.15,36.01,exact,Year: 2014 Accession: LN873226,NCBI
V. destructor,A. mellifera,2014,Syrian Arab Republic,Tartous,VD_Korea_K1,VD_K_type,34.898715,35.889217,approximate,Year: 2014 Accession: LN873222,NCBI
V. destructor,A. mellifera,2014,Syrian Arab Republic,"Al-Qunaitra, Shura",VD_Korea_K1,VD_K_type,33.2604,36.0324,exact,Year:2014 Ref:Elbeaino et al. (2016),Litterature
V. destructor,A. mellifera,2014,Syrian Arab Republic,"Al-Qunaitra, Shura",VD_Syria_AlQ5,VD_K_type,33.2604,36.0324,exact,Year:2014 Ref:Elbeaino et al. (2016),Litterature
V. destructor,A. mellifera,2014,Syrian Arab Republic,"Damascus, Abou Jarash",VD_Korea_K1,VD_K_type,33.5412,36.3204,exact,Year:2014 Ref:Elbeaino et al. (2016),Litterature
V. destructor,A. mellifera,2014,Syrian Arab Republic,"Rural Damascus, Al-Tall",VD_Korea_K1,VD_K_type,33.5916,36.83480278,exact,Year:2014 Ref:Elbeaino et al. (2016),Litterature
V. destructor,A. mellifera,2014,Syrian Arab Republic,"Tartous, Amrit",VD_Korea_K1,VD_K_type,34.8372,35.911,exact,Year:2014 Ref:Elbeaino et al. (2016),Litterature
V. destructor,A. mellifera,2014,Syrian Arab Republic,"Tartous, Amrit",VD_Korea_K1,VD_K_type,34.8372,35.911,exact,Year:2014 Ref:Elbeaino et al. (2016),Litterature
V. destructor,A. mellifera,2002,Taiwan,Taichung,VD_Japan_J1,VD_Japan_J1,24.15222,120.68366,approximate,Year:2002 Ref:Navajas et al. (2010),Litterature
V. destructor,A. mellifera,2005?,Taiwan,Taichung,VD_Japan_J1,VD_Japan_J1,24.15222,120.68366,approximate,Year:2005? Ref:Solignac et al. (2005),Litterature
V. destructor,A. mellifera,2013-2015,Thailand,Chiang Mai,VD_Korea_K1,VD_K_type,18.7956,98.952287,approximate,Year:2013-2015 Ref:Dietemann et al. (2019),Litterature
V. destructor,A. mellifera,2016,Thailand,Chiang Mai,VD_Korea_K1,VD_K_type,18.8036111,98.95611111,approximate,Year:2016 Ref:Pakwan et al. (2017),Litterature
V. destructor,A. mellifera,2016?,Thailand,Chiang Mai,VD_Korea_K1,VD_K_type,18.8036111,98.95611111,exact,Year:2016? Ref:Page et al. (2016),Litterature
V. destructor,A. mellifera,1997,Thailand,Chiang Mai,VD_Japan_J1,VD_Japan_J1,18.80596,98.95336,approximate,Year:1997 Ref:Navajas et al. (2010),Litterature
V. destructor,A. mellifera,1997;2016?,Thailand,Chiang Mai,COMBINED,KoreaJapan,18.80596,98.95336,approximate,Year:1997;2016? Ref:Navajas et al. (2010),
V. destructor,A. mellifera,2004?,Turkey,Anzer-Rize,VD_Korea_K1,VD_K_type,41.02647,40.51556,approximate,Year:2004? Ref:Warrit et al. (2004),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Bozdoğan",VD_Korea_K1,VD_K_type,37.672009,28.317311,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Buharken",VD_Korea_K1,VD_K_type,37.963088,28.742764,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Çine",VD_Korea_K1,VD_K_type,37.615227,28.060304,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Didim",VD_Korea_K1,VD_K_type,37.367115,27.272112,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Germencik",VD_Korea_K1,VD_K_type,37.867832,27.600583,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, İncirliova",VD_Korea_K1,VD_K_type,37.851846,27.723867,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Karacasu",VD_Korea_K1,VD_K_type,37.725959,28.605874,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Karpuzlu",VD_Korea_K1,VD_K_type,37.559496,27.835085,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Köşk",VD_Korea_K1,VD_K_type,37.855161,28.051425,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Kuşadası",VD_Korea_K1,VD_K_type,37.859898,27.251929,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Kuyucak",VD_Korea_K1,VD_K_type,37.912168,28.460436,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Merkez",VD_Korea_K1,VD_K_type,37.824322,27.819965,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Nazilli",VD_Korea_K1,VD_K_type,37.910109,28.335609,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Paşayaylası",VD_Korea_K1,VD_K_type,37.947059,27.89127,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Söke",VD_Korea_K1,VD_K_type,37.749581,27.402066,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Sultanhisar",VD_Korea_K1,VD_K_type,37.88767,28.151353,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2014-2015,Turkey,"Aydin region, Yenipazar",VD_Korea_K1,VD_K_type,37.824305,28.196727,approximate,Year:2014-2015 Ref:Ayan and Aldemir (2018),Litterature
V. destructor,A. mellifera,2004?,Turkey,Bafra-Samsun,VD_Korea_K1,VD_K_type,41.56195,35.90568,approximate,Year:2004? Ref:Warrit et al. (2004),Litterature
V. destructor,A. mellifera,2004?,Turkey,Bayburt,VD_Korea_K1,VD_K_type,40.26032,40.22804,approximate,Year:2004? Ref:Warrit et al. (2004),Litterature
V. destructor,A. mellifera,2004?,Turkey,Eregli,VD_Korea_K1,VD_K_type,41.29153,31.55883,approximate,Year:2004? Ref:Warrit et al. (2004),Litterature
V. destructor,A. mellifera,2004?,Turkey,Erfelek-Sinop,VD_Korea_K1,VD_K_type,41.87957,34.90854,approximate,Year:2004? Ref:Warrit et al. (2004),Litterature
V. destructor,A. mellifera,2004?,Turkey,Inebolu-Kastamonu,VD_Korea_K1,VD_K_type,41.37158,33.75966,approximate,Year:2004? Ref:Warrit et al. (2004),Litterature
V. destructor,A. mellifera,2004?,Turkey,Kurtun-Gumushane,VD_Korea_K1,VD_K_type,40.70199,39.08543,approximate,Year:2004? Ref:Warrit et al. (2004),Litterature
V. destructor,A. mellifera,2017?,Turkey,Pervari,VD_Korea_K1,VD_K_type,37.93264,42.5476,approximate,Year:2017? Ref:Ayan et al. (2017),Litterature
V. destructor,A. mellifera,2017?,Turkey,Şirvan,VD_Korea_K1,VD_K_type,38.09677,42.13438,approximate,Year:2017? Ref:Ayan et al. (2017),Litterature
V. destructor,A. mellifera,2004?,Turkey,Yokusdibi-Ordu,VD_Korea_K1,VD_K_type,40.76574,37.92911,approximate,Year:2004? Ref:Warrit et al. (2004),Litterature
V. destructor,A. mellifera,2005?,United Kingdom,Lockerbie,VD_Korea_K1,VD_K_type,55.128675,-3.358945,approximate,Year:2005? Ref:Solignac et al. (2005),Litterature
V. destructor,A. mellifera,2005?,United Kingdom,Sheffield,VD_Korea_K1,VD_K_type,53.380768,-1.487421,approximate,Year:2005? Ref:Solignac et al. (2005),Litterature
V. destructor,A. mellifera,1997,United Kingdom,York,VD_Korea_K1,VD_K_type,53.944947,-1.056106,approximate,Year:1997 Ref:Anderson and Trueman (2000),Litterature
V. destructor,A. mellifera,2009,United Republic of Tanzania,Dar es Salaam,VD_Korea_K1,VD_K_type,-6.848489,39.273559,approximate,Year:2009 Ref:Fazier et al. (2010),Litterature
V. destructor,A. mellifera,2009,United Republic of Tanzania,Pemba,VD_Korea_K1,VD_K_type,-5.418631,39.667797,approximate,Year:2009 Ref:Fazier et al. (2010),Litterature
V. destructor,A. mellifera,2009,United Republic of Tanzania,Tanga,VD_Korea_K1,VD_K_type,-5.10174,39.045053,approximate,Year:2009 Ref:Fazier et al. (2010),Litterature
V. destructor,A. mellifera,2009,United Republic of Tanzania,Zanzibar,VD_Korea_K1,VD_K_type,-6.190072,39.214282,approximate,Year:2009 Ref:Fazier et al. (2010),Litterature
V. destructor,A. mellifera,1998?,United States,Arizona,VD_Japan_J1,VD_Japan_J1,32.275281,-110.94209,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Arizona,VD_Korea_K1,VD_K_type,32.275281,-110.94209,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Arizona,COMBINED,KoreaJapan,32.275281,-110.94209,approximate,Year:1998? Ref:de Guzman et al. (1999),
V. destructor,A. mellifera,2005?,United States,Boulder Creek CA,VD_Japan_J1,VD_Japan_J1,37.12413,-122.12277,approximate,Year:2005? Ref:Solignac et al. (2005),Litterature
V. destructor,A. mellifera,2005?,United States,Boulder Creek CA,VD_Korea_K1,VD_K_type,37.12413,-122.12277,approximate,Year:2005? Ref:Solignac et al. (2005),Litterature
V. destructor,A. mellifera,2005?,United States,Boulder Creek CA,COMBINED,KoreaJapan,37.12413,-122.12277,approximate,Year:2005? Ref:Solignac et al. (2005),
V. destructor,A. mellifera,1998?,United States,"California, Santa Cruz island",VD_Japan_J1,VD_Japan_J1,34.0232,-119.76576,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Connecticut,VD_Japan_J1,VD_Japan_J1,41.807453,-72.253959,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Connecticut,VD_Korea_K1,VD_K_type,41.807453,-72.253959,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Connecticut,COMBINED,KoreaJapan,41.807453,-72.253959,approximate,Year:1998? Ref:de Guzman et al. (1999),
V. destructor,A. mellifera,1998?,United States,Florida,VD_Japan_J1,VD_Japan_J1,29.635233,-82.359767,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Florida,VD_Korea_K1,VD_K_type,29.635233,-82.359767,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Florida,COMBINED,KoreaJapan,29.635233,-82.359767,approximate,Year:1998? Ref:de Guzman et al. (1999),
V. destructor,A. mellifera,1994-1996,United States,"Florida, Gainesville",VD_Korea_K1,VD_K_type,29.635233,-82.359767,approximate,Year:1994-1996 Ref:de Guzman et al. (1997),Litterature
V. destructor,A. mellifera,1998?,United States,Georgia,VD_Japan_J1,VD_Japan_J1,33.420841,-90.909645,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Georgia,VD_Korea_K1,VD_K_type,33.420841,-90.909645,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Georgia,COMBINED,KoreaJapan,33.420841,-90.909645,approximate,Year:1998? Ref:de Guzman et al. (1999),
V. destructor,A. mellifera,1998?,United States,Iowa,VD_Japan_J1,VD_Japan_J1,43.369671,-92.126708,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Iowa,VD_Korea_K1,VD_K_type,43.369671,-92.126708,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Iowa,COMBINED,KoreaJapan,43.369671,-92.126708,approximate,Year:1998? Ref:de Guzman et al. (1999),
V. destructor,A. mellifera,1994-1996,United States,"Iowa, Cresco",VD_Korea_K1,VD_K_type,43.369671,-92.126708,approximate,Year:1994-1996 Ref:de Guzman et al. (1997),Litterature
V. destructor,A. mellifera,1994-1996,United States,Louisiana,VD_Korea_K1,VD_K_type,30.379489,-91.166622,approximate,Year:1994-1996 Ref:de Guzman et al. (1997),Litterature
V. destructor,A. mellifera,1998?,United States,Louisiana,VD_Korea_K1,VD_K_type,30.379489,-91.166622,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Maryland,VD_Korea_K1,VD_K_type,39.020201,-76.909299,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,2005?,United States,Michigan,VD_Japan_J1,VD_Japan_J1,42.765521,-84.504608,approximate,Year:2005? Ref:Solignac et al. (2005),Litterature
V. destructor,A. mellifera,2005?,United States,Michigan,VD_Korea_K1,VD_K_type,42.765521,-84.504608,approximate,Year:2005? Ref:Solignac et al. (2005),Litterature
V. destructor,A. mellifera,2005?,United States,Michigan,COMBINED,KoreaJapan,42.765521,-84.504608,approximate,Year:2005? Ref:Solignac et al. (2005),
V. destructor,A. mellifera,1998?,United States,Minnesota,VD_Korea_K1,VD_K_type,44.9537,-93.08995,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1994-1996,United States,"Minnesota, St Paul",VD_Korea_K1,VD_K_type,44.9537,-93.08995,approximate,Year:1994-1996 Ref:de Guzman et al. (1997),Litterature
V. destructor,A. mellifera,1998?,United States,Nebraska,VD_Japan_J1,VD_Japan_J1,40.828769,-96.667154,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Nebraska,VD_Korea_K1,VD_K_type,40.828769,-96.667154,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Nebraska,COMBINED,KoreaJapan,40.828769,-96.667154,approximate,Year:1998? Ref:de Guzman et al. (1999),
V. destructor,A. mellifera,1998?,United States,Ohio,VD_Japan_J1,VD_Japan_J1,40.005018,-83.025206,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Ohio,VD_Korea_K1,VD_K_type,40.005018,-83.025206,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Ohio,COMBINED,KoreaJapan,40.005018,-83.025206,approximate,Year:1998? Ref:de Guzman et al. (1999),
V. destructor,A. mellifera,1998?,United States,Oregon,VD_Korea_K1,VD_K_type,44.564678,-123.280267,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,2005?,United States,Pennsylvannia,VD_Korea_K1,VD_K_type,40.077732,-75.187411,approximate,Year:2005? Ref:Solignac et al. (2005),Litterature
V. destructor,A. mellifera,1998?,United States,Texas,VD_Japan_J1,VD_Japan_J1,31.055935,-97.348384,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Texas,VD_Korea_K1,VD_K_type,31.055935,-97.348384,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Texas,COMBINED,KoreaJapan,31.055935,-97.348384,approximate,Year:1998? Ref:de Guzman et al. (1999),
V. destructor,A. mellifera,1998?,United States,Virginia,VD_Japan_J1,VD_Japan_J1,37.022965,-76.343705,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
V. destructor,A. mellifera,1998?,United States,Virginia,VD_Korea_K1,VD_K_type,37.022965,-76.343705,approximate,Year:1998? Ref:de Guzman et al. (1999),Litterature
